0.000	996.076
0.002	4265.076
0.004	5345.076
0.006	5123.076
0.008	4530.076
0.010	3663.076
0.012	3109.076
0.014	1514.076
0.016	499.076
0.018	330.076
0.020	-1219.924
0.022	-3178.924
0.024	-3617.924
0.026	-4653.924
0.028	-5281.924
0.030	-4714.924
0.032	-5339.924
0.034	-5468.924
0.036	-3678.924
0.038	-3517.924
0.040	-2484.924
0.042	1298.076
0.044	2112.076
0.046	2405.076
0.048	2693.076
0.050	2194.076
0.052	1126.076
0.054	571.076
0.056	365.076
0.058	-974.924
0.060	-2783.924
0.062	-4828.924
0.064	-6266.924
0.066	-6554.924
0.068	-6492.924
0.070	-7524.924
0.072	-7179.924
0.074	-5661.924
0.076	-3235.924
0.078	-2811.924
0.080	-2327.924
0.082	470.076
0.084	633.076
0.086	727.076
0.088	2800.076
0.090	2817.076
0.092	1760.076
0.094	1120.076
0.096	684.076
0.098	-701.924
0.100	-3218.924
0.102	-5823.924
0.104	-6521.924
0.106	-7228.924
0.108	-7469.924
0.110	-6519.924
0.112	-5516.924
0.114	-4509.924
0.116	-4472.924
0.118	-3734.924
0.120	-518.924
0.122	769.076
0.124	2034.076
0.126	2957.076
0.128	3741.076
0.130	3834.076
0.132	2870.076
0.134	1003.076
0.136	206.076
0.138	-661.924
0.140	-2070.924
0.142	-2899.924
0.144	-2479.924
0.146	-2103.924
0.148	-779.924
0.150	1090.076
0.152	3703.076
0.154	6477.076
0.156	8425.076
0.158	12600.076
0.160	19394.076
0.162	23563.076
0.164	26351.076
0.166	29142.076
0.168	32242.076
0.170	34459.076
0.172	35485.076
0.174	36381.076
0.176	38148.076
0.178	39113.076
0.180	39085.076
0.182	38370.076
0.184	38158.076
0.186	34569.076
0.188	29551.076
0.190	26343.076
0.192	23420.076
0.194	22360.076
0.196	18220.076
0.198	13962.076
0.200	11960.076
0.202	9847.076
0.204	7868.076
0.206	7475.076
0.208	7165.076
0.210	6429.076
0.212	5363.076
0.214	3198.076
0.216	350.076
0.218	-1973.924
