0.000	1298.718
0.002	8.718
0.004	-637.282
0.006	-2880.282
0.008	-5899.282
0.010	-7064.282
0.012	-7014.282
0.014	-7466.282
0.016	-9256.282
0.018	-9076.282
0.020	-6572.282
0.022	-5353.282
0.024	-4127.282
0.026	-3365.282
0.028	-1147.282
0.030	655.718
0.032	1044.718
0.034	1360.718
0.036	2231.718
0.038	2249.718
0.040	996.718
0.042	-268.282
0.044	-1703.282
0.046	-2407.282
0.048	-3200.282
0.050	-4226.282
0.052	-5173.282
0.054	-6301.282
0.056	-6686.282
0.058	-7475.282
0.060	-7856.282
0.062	-6268.282
0.064	-4858.282
0.066	-4215.282
0.068	-1197.282
0.070	411.718
0.072	1650.718
0.074	2922.718
0.076	3328.718
0.078	2478.718
0.080	128.718
0.082	-371.282
0.084	-530.282
0.086	-2187.282
0.088	-4061.282
0.090	-5626.282
0.092	-6861.282
0.094	-7803.282
0.096	-7907.282
0.098	-8131.282
0.100	-7291.282
0.102	-5288.282
0.104	-4575.282
0.106	-3267.282
0.108	628.718
0.110	1781.718
0.112	2005.718
0.114	1996.718
0.116	1455.718
0.118	447.718
0.120	-888.282
0.122	-1174.282
0.124	115.718
0.126	-1977.282
0.128	-4896.282
0.130	-5862.282
0.132	-7210.282
0.134	-8279.282
0.136	-7413.282
0.138	-6340.282
0.140	-5440.282
0.142	-4376.282
0.144	-3917.282
0.146	-2844.282
0.148	479.718
0.150	2288.718
0.152	2665.718
0.154	3384.718
0.156	3218.718
0.158	2578.718
0.160	1352.718
0.162	-202.282
0.164	-1671.282
0.166	-3318.282
0.168	-6256.282
0.170	-8531.282
0.172	-8615.282
0.174	-7832.282
0.176	-8116.282
0.178	-7918.282
0.180	-7384.282
0.182	-5636.282
0.184	-5018.282
0.186	-4095.282
0.188	-1395.282
0.190	-184.282
0.192	705.718
0.194	1380.718
0.196	1973.718
0.198	2556.718
0.200	1367.718
0.202	154.718
0.204	-1058.282
0.206	-2305.282
0.208	-3573.282
0.210	-5704.282
0.212	-6759.282
0.214	-7456.282
0.216	-7931.282
0.218	-7525.282
0.220	-5978.282
0.222	-5578.282
0.224	-5962.282
0.226	-4136.282
0.228	-1289.282
0.230	120.718
0.232	571.718
0.234	1628.718
0.236	858.718
0.238	626.718
0.240	650.718
0.242	271.718
0.244	-439.282
0.246	-1921.282
0.248	-5093.282
0.250	-7832.282
0.252	-8691.282
0.254	-8191.282
0.256	-7308.282
0.258	-6982.282
0.260	-5999.282
0.262	-6899.282
0.264	-6479.282
0.266	-2126.282
0.268	392.718
0.270	1031.718
0.272	1229.718
0.274	1565.718
0.276	2396.718
0.278	1706.718
0.280	-470.282
0.282	-1604.282
0.284	-2338.282
0.286	-2867.282
0.288	-4653.282
0.290	-6751.282
0.292	-7885.282
0.294	-8454.282
0.296	-8064.282
0.298	-7815.282
0.300	-7464.282
0.302	-7442.282
0.304	-5174.282
0.306	-1873.282
0.308	-1446.282
0.310	-420.282
0.312	1338.718
0.314	2410.718
0.316	1307.718
0.318	308.718
0.320	10.718
0.322	-1745.282
0.324	-3032.282
0.326	-3513.282
0.328	-3824.282
0.330	-5505.282
0.332	-8009.282
0.334	-8012.282
0.336	-7980.282
0.338	-7338.282
0.340	-5450.282
0.342	-5513.282
0.344	-4766.282
0.346	-714.282
0.348	2569.718
0.350	3315.718
0.352	3821.718
0.354	4041.718
0.356	3878.718
0.358	3798.718
0.360	3414.718
0.362	2516.718
0.364	1609.718
0.366	-554.282
0.368	-2743.282
0.370	-3841.282
0.372	-5114.282
0.374	-6369.282
0.376	-6864.282
0.378	-6474.282
0.380	-5113.282
0.382	-4092.282
0.384	-2545.282
0.386	72.718
0.388	1608.718
0.390	3237.718
0.392	5165.718
0.394	5113.718
0.396	5069.718
0.398	5010.718
0.400	3763.718
0.402	3284.718
0.404	1866.718
0.406	-369.282
0.408	-2877.282
0.410	-3954.282
0.412	-4343.282
0.414	-4336.282
0.416	-4575.282
0.418	-4765.282
0.420	-4046.282
0.422	-4091.282
0.424	-2384.282
0.426	599.718
0.428	1911.718
0.430	2630.718
0.432	3526.718
0.434	2846.718
0.436	1606.718
0.438	827.718
0.440	-172.282
0.442	-1717.282
0.444	-2881.282
0.446	-3726.282
0.448	-5114.282
0.450	-6148.282
0.452	-7001.282
0.454	-7528.282
0.456	-6742.282
0.458	-7054.282
0.460	-7298.282
0.462	-7788.282
0.464	-4498.282
0.466	-2229.282
0.468	-1679.282
0.470	-433.282
0.472	1626.718
0.474	2728.718
0.476	1412.718
0.478	746.718
0.480	522.718
0.482	55.718
0.484	-1743.282
0.486	-4026.282
0.488	-5849.282
0.490	-6629.282
0.492	-7313.282
0.494	-8826.282
0.496	-9624.282
0.498	-8622.282
0.500	-8008.282
0.502	-6783.282
0.504	-3497.282
0.506	-1168.282
0.508	599.718
0.510	901.718
0.512	981.718
0.514	1170.718
0.516	1245.718
0.518	665.718
0.520	-998.282
0.522	-2249.282
0.524	-2841.282
0.526	-4266.282
0.528	-6004.282
0.530	-6893.282
0.532	-8126.282
0.534	-9026.282
0.536	-9394.282
0.538	-10282.282
0.540	-11130.282
0.542	-8741.282
0.544	-5019.282
0.546	-3378.282
0.548	-2646.282
0.550	-559.282
0.552	2360.718
0.554	3261.718
0.556	3197.718
0.558	2202.718
0.560	395.718
0.562	-1635.282
0.564	-2198.282
0.566	-3030.282
0.568	-3319.282
0.570	-2076.282
0.572	-1262.282
0.574	-828.282
0.576	1923.718
0.578	4301.718
0.580	5553.718
0.582	9082.718
0.584	14526.718
0.586	19297.718
0.588	22686.718
0.590	24835.718
0.592	27933.718
0.594	31794.718
0.596	35506.718
0.598	38218.718
0.600	38259.718
0.602	39956.718
0.604	41660.718
0.606	42086.718
0.608	40291.718
0.610	37158.718
0.612	32953.718
0.614	27698.718
0.616	23476.718
0.618	20516.718
0.620	16936.718
0.622	13435.718
0.624	11866.718
0.626	10349.718
0.628	8519.718
0.630	7785.718
0.632	7245.718
0.634	6825.718
0.636	6313.718
0.638	5305.718
0.640	3240.718
0.642	1403.718
0.644	-1229.282
0.646	-4469.282
0.648	-7577.282
0.650	-9048.282
0.652	-9464.282
0.654	-9863.282
0.656	-10359.282
0.658	-11077.282
0.660	-12306.282
0.662	-9018.282
0.664	-6059.282
0.666	-4518.282
0.668	-2678.282
0.670	-1151.282
0.672	-182.282
0.674	195.718
0.676	-56.282
0.678	-1139.282
0.680	-1576.282
0.682	-2367.282
0.684	-4511.282
0.686	-6217.282
0.688	-6968.282
0.690	-7129.282
0.692	-7643.282
0.694	-7905.282
0.696	-7209.282
0.698	-7393.282
0.700	-7518.282
0.702	-4503.282
0.704	-2438.282
0.706	-1509.282
0.708	493.718
0.710	1605.718
0.712	2088.718
0.714	1938.718
0.716	1180.718
0.718	431.718
0.720	-1173.282
0.722	-2119.282
0.724	-3441.282
0.726	-5835.282
0.728	-7927.282
0.730	-8296.282
0.732	-8308.282
0.734	-7986.282
0.736	-7592.282
0.738	-8558.282
0.740	-7800.282
0.742	-4641.282
0.744	-2874.282
0.746	-1216.282
0.748	176.718
0.750	356.718
0.752	248.718
0.754	925.718
0.756	3090.718
0.758	3041.718
0.760	954.718
0.762	128.718
0.764	-948.282
0.766	-2429.282
0.768	-3760.282
0.770	-5286.282
0.772	-7519.282
0.774	-9269.282
0.776	-8341.282
0.778	-7128.282
0.780	-5513.282
0.782	-3067.282
0.784	-2273.282
0.786	-1471.282
0.788	1226.718
0.790	2446.718
0.792	3045.718
0.794	2335.718
0.796	2290.718
0.798	3266.718
0.800	2163.718
0.802	519.718
0.804	-1239.282
0.806	-2191.282
0.808	-3889.282
0.810	-5390.282
0.812	-6381.282
0.814	-6866.282
0.816	-6674.282
0.818	-6883.282
0.820	-5633.282
0.822	-3064.282
0.824	-1380.282
0.826	-232.282
0.828	1629.718
0.830	2906.718
0.832	3789.718
0.834	4091.718
0.836	3203.718
0.838	1918.718
0.840	648.718
0.842	326.718
0.844	-682.282
0.846	-2187.282
0.848	-3224.282
0.850	-5066.282
0.852	-7393.282
0.854	-7723.282
0.856	-6853.282
0.858	-6722.282
0.860	-5309.282
0.862	-2681.282
0.864	-763.282
0.866	1627.718
0.868	4610.718
0.870	5386.718
0.872	4933.718
0.874	5620.718
0.876	5856.718
