0.000	-2161.874
0.002	-1012.874
0.004	194.126
0.006	1456.126
0.008	1923.126
0.010	2774.126
0.012	5566.126
0.014	6349.126
0.016	5977.126
0.018	5726.126
0.020	3791.126
0.022	1808.126
0.024	-41.874
0.026	-663.874
0.028	-1580.874
0.030	-3113.874
0.032	-3951.874
0.034	-5078.874
0.036	-6450.874
0.038	-6111.874
0.040	-4464.874
0.042	-3276.874
0.044	-2604.874
0.046	-1011.874
0.048	-255.874
0.050	1288.126
0.052	4253.126
0.054	4938.126
0.056	3806.126
0.058	2821.126
0.060	2083.126
0.062	1209.126
0.064	-298.874
0.066	-2431.874
0.068	-4815.874
0.070	-5793.874
0.072	-6388.874
0.074	-7091.874
0.076	-7398.874
0.078	-6978.874
0.080	-6625.874
0.082	-4994.874
0.084	-2973.874
0.086	-1537.874
0.088	-580.874
0.090	1030.126
0.092	2548.126
0.094	2547.126
0.096	3439.126
0.098	3987.126
0.100	2851.126
0.102	902.126
0.104	-1617.874
0.106	-2897.874
0.108	-3100.874
0.110	-5001.874
0.112	-8017.874
0.114	-9435.874
0.116	-8906.874
0.118	-7161.874
0.120	-5343.874
0.122	-2998.874
0.124	-1101.874
0.126	-1071.874
0.128	-1372.874
0.130	1301.126
0.132	3059.126
0.134	2716.126
0.136	1719.126
0.138	947.126
0.140	-35.874
0.142	-1555.874
0.144	-1740.874
0.146	-1880.874
0.148	-3226.874
0.150	-4245.874
0.152	-5797.874
0.154	-7600.874
0.156	-7106.874
0.158	-5590.874
0.160	-4843.874
0.162	-3255.874
0.164	-1086.874
0.166	-1816.874
0.168	-990.874
0.170	2997.126
0.172	4394.126
0.174	3448.126
0.176	2364.126
0.178	1028.126
0.180	424.126
0.182	-398.874
0.184	-1753.874
0.186	-3251.874
0.188	-4332.874
0.190	-4479.874
0.192	-5282.874
0.194	-7042.874
0.196	-7629.874
0.198	-6546.874
0.200	-4855.874
0.202	-3570.874
0.204	-2632.874
0.206	-2743.874
0.208	-1028.874
0.210	2768.126
0.212	4216.126
0.214	3708.126
0.216	3304.126
0.218	2600.126
0.220	1566.126
0.222	478.126
0.224	-748.874
0.226	-1856.874
0.228	-3416.874
0.230	-4919.874
0.232	-5823.874
0.234	-6423.874
0.236	-7012.874
0.238	-7094.874
0.240	-6344.874
0.242	-5230.874
0.244	-2429.874
0.246	-1800.874
0.248	-801.874
0.250	1969.126
0.252	3220.126
0.254	3505.126
0.256	3454.126
0.258	3494.126
0.260	2024.126
0.262	599.126
0.264	-1148.874
0.266	-1964.874
0.268	-3838.874
0.270	-5828.874
0.272	-7295.874
0.274	-7274.874
0.276	-6248.874
0.278	-5586.874
0.280	-4672.874
0.282	-3597.874
0.284	-1729.874
0.286	-1971.874
0.288	-550.874
0.290	2188.126
0.292	3294.126
0.294	3139.126
0.296	2459.126
0.298	1725.126
0.300	1568.126
0.302	1122.126
0.304	-882.874
0.306	-2636.874
0.308	-4336.874
0.310	-5536.874
0.312	-6371.874
0.314	-6879.874
0.316	-7454.874
0.318	-6003.874
0.320	-4141.874
0.322	-3253.874
0.324	-2849.874
0.326	-2920.874
0.328	1102.126
0.330	2825.126
0.332	3342.126
0.334	2953.126
0.336	1842.126
0.338	423.126
0.340	410.126
0.342	1024.126
0.344	264.126
0.346	-1832.874
0.348	-3720.874
0.350	-4136.874
0.352	-5083.874
0.354	-7295.874
0.356	-9007.874
0.358	-7261.874
0.360	-4271.874
0.362	-2760.874
0.364	-3160.874
0.366	-2917.874
0.368	380.126
0.370	1454.126
0.372	2221.126
0.374	3165.126
0.376	4470.126
0.378	5224.126
0.380	3224.126
0.382	1531.126
0.384	68.126
0.386	-2575.874
0.388	-4778.874
0.390	-4445.874
0.392	-4548.874
0.394	-5718.874
0.396	-6720.874
0.398	-6368.874
0.400	-5018.874
0.402	-3854.874
0.404	-2888.874
0.406	-1326.874
0.408	1571.126
0.410	3333.126
0.412	3413.126
0.414	2783.126
0.416	2530.126
0.418	1787.126
0.420	991.126
0.422	16.126
0.424	-1511.874
0.426	-2765.874
0.428	-3803.874
0.430	-4651.874
0.432	-6503.874
0.434	-7722.874
0.436	-6218.874
0.438	-5838.874
0.440	-5438.874
0.442	-3633.874
0.444	-3079.874
0.446	-1777.874
0.448	1087.126
0.450	1764.126
